,EW,GMV,GMV Long Only,GMV Linear Shrinkage,GMV Nonlinear Shrinkage,GMV Robust
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-30,0.07615354028598377,0.8055067478940849,0.08478033737778277,0.5539354012379264,0.6987842160648291,0.102237255051848
2020-07-31,0.06379773131760111,0.5934562391738587,0.05595170144045661,0.3954081765241298,0.5070085167426128,0.20739161805985012
2020-08-31,0.0777486458259984,0.3478446240288584,0.07407628439787875,0.2610948243025581,0.30055899962333105,0.19377078141888354
2020-09-30,0.058827739858946994,0.4300237086097196,0.05504373738806184,0.28627410589541685,0.37413978038335277,0.2580476136188974
2020-11-03,0.06678250509847196,0.5695493946675495,0.060760072340610954,0.3351332643662764,0.5061045973464515,0.15568148954123043
2020-11-30,0.08042608061964601,0.5279574222565844,0.0781076105068314,0.359531143740147,0.4645237587938342,0.09941351139545661
2021-01-04,0.05513567364100225,0.5036277532037458,0.04794667113594392,0.3501170459182056,0.4299260975068612,0.2917612037857621
2021-02-01,0.053059959058795333,0.6663340506602871,0.056772480162249284,0.3763278528383329,0.58284805936113,0.2695022490731274
2021-03-01,0.09470698763952651,0.5041163585449195,0.08192795650068142,0.3611583341425722,0.44288691541891956,0.159100266030837
2021-03-31,0.10178961670409177,1.0212236353523532,0.1661580851494918,0.8086490687034165,0.9541576411242563,0.25266438474338715
2021-04-30,0.0755500772125181,0.4647786933801279,0.06814685569980936,0.28596256183876073,0.4118096405280586,0.16790687922942416
2021-05-31,0.06204077169763168,0.34206003116843486,0.05314471053894559,0.24020075938986596,0.293321785209946,0.34389247903706355
2021-06-30,0.066436582647208,1.0285511949174777,0.04234273373380912,0.7358040956265103,0.8735802935376904,0.2681156736651343
2021-08-02,0.04745424682664592,0.2566029025500307,0.048894998014593995,0.1627132356178008,0.22649245327892922,0.1738481361911875
2021-08-31,0.07199177335798289,0.4590480292686505,0.06742709895429361,0.2604306888368703,0.39539476995366785,0.30870233426649163
2021-09-30,0.06748404974852967,0.3941778192028896,0.06254157034433742,0.2685769598249438,0.34531340748654377,0.27945739441086326
2021-11-01,0.06892625618806641,0.5315820404883603,0.05907603607157713,0.27859493592116574,0.46714502682878506,0.30177019783471415
2021-11-30,0.059689516062320286,0.30874163308748886,0.06275792204474553,0.19428848592990178,0.27169556696460617,0.28773635535756403
2022-01-03,0.06654437889376802,0.2936152191096834,0.06828578805500714,0.20351576420369924,0.2580290467895536,0.2585344302206176
2022-01-31,0.06892725394263745,0.2788788671773756,0.06921905838674987,0.19310011365608407,0.244552453531656,0.2731786591919251
2022-03-02,0.06470424453086888,0.5071248891864243,0.06681433185817762,0.22772302866390598,0.44116268295608485,0.12232564971806895
2022-03-31,0.05265176648242437,1.9007185186538145,0.21335773460193538,1.2398543598411038,1.6826868992699018,0.575686604674096
2022-05-02,0.08102814749488356,0.7346809144218981,0.15501700426526055,0.4091587275150592,0.6430832242515077,0.365589678291066
