Date,EW,GMV,GMV Long Only,GMV Linear Shrinkage,GMV Nonlinear Shrinkage,GMV Robust,Index
2020-06-01,0.016112414750286626,0.012762748813231556,0.014596497650387648,0.011515563157070502,0.012718513130247076,0.015042944776439875,0.013924007185108112
2020-06-02,0.03456992867066664,0.0174219815090014,0.023195886145593824,0.010701413851495081,0.014143989238279387,0.023889877909996828,0.027375310313698886
2020-06-03,0.025831373268430165,-0.009371999320151462,0.01730462108764353,-0.005908776163705026,-0.007861774423181256,0.02030943794050197,0.021483645629681636
2020-06-04,0.00393688551849045,0.007902213400012837,0.00713111695302565,0.009732099898495467,0.009148622147197602,0.007067152031008576,0.008892281886411002
2020-06-05,0.008935091751469388,0.009225572110473047,0.004034972528356601,0.007308483649789875,0.006859480675489363,0.005774035542731553,0.008611410118406937
2020-06-08,0.028660559685843454,-0.0032797362962675796,0.02108202758942377,-0.0017228431363558684,-0.0021363836322682633,0.020898409527352772,0.0317846085569069
2020-06-09,-0.00787459655792474,-0.003135374792218605,-0.004821293612231696,-0.0019428923776654752,-0.00204822005871598,-0.003711968187164154,-0.009196579445952202
2020-06-10,-0.02293544197622452,4.740990835560335e-05,-0.01624352223649686,-0.00145456474613907,-0.0005764205994845473,-0.017217983239425198,-0.021302986139105085
2020-06-12,-0.024425107421267404,-0.015593437789969532,-0.019071049890381157,-0.013547458065897468,-0.013997839857847087,-0.022628235586782112,-0.019971273472319084
2020-06-15,-0.0033685207030909542,-0.005731422066036865,-0.004089324405466278,-0.0055817649490619735,-0.006143927438476048,-0.0016417716105771932,-0.004515329489735431
2020-06-16,0.009749601003827383,-0.010015232606327739,0.0063516764846235935,-0.009061310623050082,-0.008663778891464441,0.003614338645746658,0.012503247596778344
2020-06-17,0.023552171960247476,0.023773238411183784,0.023671332975248593,0.024264235178518424,0.023949291978548677,0.022783274953084083,0.02155435096385161
2020-06-18,0.006984893670181883,0.002644909091902068,0.004225003230026726,8.540802305677129e-05,0.0015975550931918152,0.006701992392941273,0.006049378839733333
2020-06-19,0.007085256654252858,0.024633210180696148,0.008538974996794164,0.021521759875727502,0.022234312798851196,0.010776800034719616,0.004650195058517603
2020-06-22,-0.00561343288914252,-0.010258341300374691,-0.007848753026161647,-0.010645147065512577,-0.010566320225054734,-0.004872121429827496,-0.012798740835853084
2020-06-23,0.006071164852372525,-0.010600012645192612,-0.0007717446640314374,-0.011587715418880883,-0.012135418896080889,-0.0014808790286803069,0.006702609717210706
2020-06-24,-0.01679921407084422,-0.01579811929743448,-0.01153584386745904,-0.012612066900428667,-0.013171774545329263,-0.01323222008276075,-0.0166501693149258
2020-06-25,0.01306687276290679,0.014621090510596634,0.014255804664636652,0.016948486531875542,0.01580902356859207,0.015241036802980295,0.017016857920891804
2020-06-26,-0.02440001448553089,-0.007673957425066339,-0.019560555678723883,-0.008804323153049812,-0.007639299060058142,-0.019533775048328057,-0.02238938145296565
2020-06-29,0.019372643449512103,0.017448296567880543,0.01604890420341259,0.014352112904360453,0.01610421406300025,0.018643892220590225,0.020259181107061375
2020-06-30,-0.0011521844376558804,-0.022974165783558972,-0.002514566051623598,-0.01952292561674518,-0.02076008231569222,-0.0020177389936938996,-0.007092494907818492
2020-07-01,0.01142905400924945,0.0028933142010881424,0.010454748115346866,0.0024454319026004376,0.003879352906219434,0.009027274153383797,0.012066571284295557
2020-07-02,-0.004108580055348187,-0.011899459538372065,-0.006660902409423369,-0.01226217418123249,-0.01194569026209535,-0.009232567312244084,0.0003326299595647342
2020-07-03,0.009248884926439882,0.00855794052052143,0.010254779051002938,0.009548895373627271,0.009089701058800186,0.009953612001034904,0.0055073517950849915
2020-07-06,0.01802392024752335,0.0014862505329983626,0.012059570559045593,-0.00018753823940223442,0.0012257833953338401,0.012500377807420887,0.022446132382576423
2020-07-07,-0.009035882717038108,-0.007762756824950899,-0.00805411075506878,-0.007165140157141011,-0.008187317229238007,-0.007151210083933378,-0.011886351920919358
2020-07-08,0.018384026636082268,-0.003197642852448468,0.01409534989957668,-0.0019248754819016414,-0.002058994102934632,0.013281561446575515,0.02055011712236987
2020-07-09,-0.008339881414088115,-0.0029318295046807338,-0.007666328911976279,-0.004846267375826291,-0.0035206884802856005,-0.008995642992080461,-0.006114062343389848
2020-07-10,0.007844073124581763,-0.010076800099427397,0.00340185300098152,-0.010973408835955158,-0.009931945629049903,0.002591088070031927,0.008793868495361012
2020-07-13,-0.011769255981546862,-0.013337980339394394,-0.014119865217406127,-0.014250556131897015,-0.014186395740822104,-0.01320643026096263,-0.013345729366602721
2020-07-14,0.013097696297629574,0.0013777509847292613,0.009822077777842582,0.0019316058913785867,0.001366580136743855,0.010721649667066466,0.017660111249582
2020-07-15,0.012681938504358213,0.006134199339000359,0.015825706432837674,0.009686904670436834,0.008822457967586447,0.015008622591056819,0.013450816407805766
2020-07-16,-0.007208929039964705,-0.009657407397997099,-0.007168417709154426,-0.008859616343052238,-0.009120979534692354,-0.006567902876928492,-0.012162175437907097
2020-07-17,0.021166779819023082,0.006787792589040113,0.020778222158434,0.0094239293465591,0.008662973008259245,0.021791096078437173,0.02322158463695767
2020-07-20,0.01426801294411358,0.0036131723935952237,0.015095712283483961,0.0077106303340004475,0.00552732984320448,0.014634125322560644,0.01494829328979086
2020-07-21,-0.0021300827040569284,0.014154059939644387,0.0005586018732412404,0.012672621749686488,0.013538629081139085,0.000982772093404239,-0.0011108344665121672
2020-07-22,-0.00010077132174389231,-0.020892966405202315,0.00039537922316842987,-0.013320562685813168,-0.01716286690710263,-0.003372628271558176,-0.0001917361710286336
2020-07-23,-0.019922774136390757,-0.00527210008491602,-0.01645768159048674,-0.005577373307802545,-0.005740776814545871,-0.015769669269414373,-0.01914852814267909
2020-07-24,0.0011842523428896316,0.020063881858839294,0.00451937858520638,0.018705054460163895,0.018894069646339825,0.004578302800706516,0.000870049759025493
2020-07-27,0.018152361938708825,0.014313515945360551,0.017227037124337458,0.01608700188604908,0.01501806069926888,0.014286288146320297,0.020462581313121397
