,EW,GMV,GMV Long Only,GMV Linear Shrinkage,GMV Nonlinear Shrinkage,GMV Robust
2019-05-31,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.0,0.5844131730964908,0.04264874820857257,0.4482097949157798,0.4408666725957022,0.2543370797494291
2019-07-31,0.0,0.7125654504204755,0.019790009615138875,0.48952163441167557,0.48472549280726795,0.5617171271278971
2019-09-02,0.0,0.5834503255437892,0.03256143939446567,0.4692080631827473,0.4165804952988589,0.5512540024421403
2019-09-30,0.0,0.565137351696094,0.030770170469979912,0.38597523475284656,0.3916197210693954,0.14790577530899404
2019-10-31,0.0,0.8503087098895066,0.058792046928996866,0.5549429088654433,0.5808354576449547,0.6533258317044153
2019-12-02,0.0,0.6929919293344916,0.026760582002312003,0.49560051069039135,0.47114245500065666,0.30936910071562074
2020-01-02,0.0,0.8008375486199761,0.014067578276888482,0.46062679189131606,0.5493197518540398,0.6015565598955958
2020-01-31,0.0,0.9773789381436547,0.02236544638462614,0.6050476650929303,0.658067909992961,0.6704994286762835
2020-03-02,0.0,1.1865632797287635,0.04141164824447755,0.8513957616151185,0.8059124818949723,0.5518706171969392
2020-03-31,0.0,2.776567876799736,0.5230333986240939,1.6086075449913377,2.433248142048603,0.650486844644959
2020-04-30,0.0,1.6802655375131248,0.08995909828001593,0.8030969392898669,1.2951746995985576,0.07897590460157997
2020-06-01,0.0,1.164127731493526,0.06643833587645692,0.6434589170438875,0.9001493163400648,0.18093679765914714
2020-06-30,0.0,1.143749104558165,0.030952047477098607,0.5124707678522519,0.878729484232911,0.10579689870374744
2020-07-31,0.0,0.7324080055462929,0.016618861209635967,0.3751639476711775,0.5582022456490705,0.21859765401295964
2020-08-31,0.0,0.4334335751560957,0.021163189463976915,0.24727374405319177,0.3455709450354796,0.24012648784076251
2020-09-30,0.0,0.5991040133556644,0.01743674248626925,0.2910584881945063,0.4745732821371784,0.1827073039584882
2020-11-03,0.0,0.6189588985973358,0.01828123114777456,0.35432768025139283,0.4841246772249612,0.09377095674737229
2020-11-30,0.0,0.9633927287309365,0.025864421870972983,0.4406599403636493,0.7602885699112074,0.1493942928799659
2021-01-04,0.0,0.8073775571591576,0.01036177650807469,0.35183977884320966,0.6223817071224534,0.17809188791044792
2021-02-01,0.0,0.7221057524699904,0.017706046813533768,0.36517410330109223,0.5502953856292805,0.2056045671029301
2021-03-01,0.0,0.8889305324142946,0.027277342351547662,0.35275176427759536,0.7479373801489915,0.16259199771054453
2021-03-31,0.0,2.570824564193402,0.33693076859801724,1.606328089186191,2.2031248330581783,0.22891001107491132
2021-04-30,0.0,1.3593654971717293,0.22028937229266649,0.6126326848415872,1.0637969650475276,0.23443325911363175
2021-05-31,0.0,1.0145386072585458,0.11180264488120512,0.506441067499991,0.748923383381505,0.5074468520104258
2021-06-30,0.0,1.0657523906935868,0.07901007208448593,0.5910300397513942,0.7755231690109068,0.6835683689437384
2021-08-02,0.0,0.9815487472410417,0.02395917657635572,0.17785598976771155,0.7247458082069912,0.28753952145073225
2021-08-31,0.0,1.0698789451131534,0.022661843939794507,0.19085243680450653,0.7814778094862881,0.6821089936866459
2021-09-30,0.0,1.4112634081709752,0.035211095424942385,0.3031181420598195,1.0198466985813603,0.5449736988415012
2021-11-01,0.0,0.7619648893291371,0.03972484300242189,0.20981769009669027,0.5328683854310107,0.5705117970851988
2021-11-30,0.0,1.2365513874357856,0.03988233906875135,0.3144823790492302,0.8711786571246705,0.4948832130810425
2022-01-03,0.0,0.9367642014119377,0.02883363036301887,0.20212374086104354,0.6236876634025823,0.2850925625332219
2022-01-31,0.0,1.124346276629014,0.032174275270581545,0.2176048856658042,0.7543741424073163,0.4384079288200785
2022-03-02,0.0,0.7830374815977513,0.03344678667481209,0.2020740067988793,0.5303793883111665,0.44058094403638864
2022-03-31,0.0,1.3675460743320162,0.041229272563952535,0.4614880933124519,0.9256446104799649,0.5078488526188908
2022-05-02,0.0,0.9218558158165514,0.016273466957060737,0.25434949166686843,0.5952781189965234,0.20186410806347752
2022-05-31,0.0,0.8750068575767037,0.03071698491700057,0.3082635186527924,0.5855416628088538,0.49788755326820566
2022-06-30,0.0,0.751035263481522,0.02518894128775808,0.21501900297386417,0.5235020105463528,0.437806174276127
2022-08-01,0.0,1.1100303610140765,0.02771724052028426,1.0495566054457115,0.7822547819856996,0.2627728626699958
2022-08-31,0.0,1.089465908694507,0.03407535673533888,0.7595573945372102,0.7512371549670478,0.2878407865648042
2022-09-30,0.0,0.956052000296418,0.028124683444642196,0.6623515843082914,0.6912448518936332,0.4257804594264772
2022-10-31,0.0,1.0435480126847598,0.04270804786511563,0.773386157759283,0.7957441632919454,0.30684222614282525
2022-11-30,0.0,1.5286160648686065,0.04181374185540955,0.8811176175190439,1.1405175944615054,0.23830157570818056
2023-01-02,0.0,1.1448607709222673,0.03759799545635339,0.5402146343493514,0.855815954553427,0.15495594362234785
2023-01-31,0.0,0.8948101467119557,0.026667633407015362,0.5946819927387996,0.6477878105577671,0.46325982405596866
2023-02-28,0.0,1.025908240718373,0.01839984538433988,0.5283574467579223,0.7424746738666648,0.3769925897115445
2023-03-31,0.0,0.8438026822630275,0.032009786382905574,0.5353749505863663,0.5884365208420014,0.47756679805561947
2023-05-02,0.0,0.6456078934601343,0.02428252919698363,0.4859248722942095,0.46394086865953116,0.34541939372300784
2023-05-31,0.0,0.9762215390222893,0.032488944983802,0.6019907939540239,0.7262476862691974,0.34294555046163666
2023-06-30,0.0,0.7214936185084989,0.025513874931862846,0.44387271572685905,0.554142045813223,0.3895023070276064
2023-07-31,0.0,0.7038813242989357,0.0192099766290423,0.42207859687993415,0.5330408388106244,0.37893257655137264
2023-08-31,0.0,0.7772411072505157,0.02839747996992985,0.434904162175759,0.5817469296237466,0.46922964167278053
2023-10-02,0.0,1.1038475622487431,0.026766312645929564,0.5007835575467912,0.8288758632165042,0.3267759087444039
2023-10-31,0.0,0.9158038930469196,0.04152951706386516,0.6166125691359089,0.6846852319825827,0.25690310326215365
2023-11-30,0.0,1.5763426398112275,0.04917549949264414,0.7460452223043866,1.2229722552271072,0.2742858193868686
2024-01-02,0.0,0.9429642222617448,0.031079764370120864,0.41177346085014627,0.7195458205386641,0.3223363799377108
2024-01-31,0.0,0.8381624891943146,0.03443993287097309,0.4196837443570145,0.6388614042768537,0.48027664015902527
2024-02-29,0.0,0.8396181401735004,0.01914823719426708,0.4760120654218686,0.6431948739567013,0.4048830732593246
2024-04-01,0.0,0.7450334387761525,0.02578905424401932,0.3872254146847159,0.5501939963120388,0.5003518198834096
2024-04-30,0.0,0.5735301084292019,0.02594224310202213,0.37437370095430933,0.4491743276458786,0.4727541219368037
2024-05-31,0.0,0.9308718691129798,0.032117182994734456,0.4807069732752352,0.6628669110122417,0.5244489007574261
2024-07-01,0.0,0.8018171228545824,0.017655364613425303,0.4156678908961682,0.5732355608765216,0.6316770018515556
